75
16.28 66.22 51.2 55.95 62.37 96.61 85.59 124.66 67.48 104.31 0.0 10.0 130.39 81.3 108.41 39.7 15.03 12.81 116.71 62.65 23.35 42.95 73.59 117.72 108.19 37.44 97.87 102.22 101.64 125.87 29.07 56.09 70.26 60.41 62.65 65.8 50.7 74.95 82.76 111.61 129.03 139.09 131.31 126.92 131.85 23.54 69.77 58.9 55.0 11.18 81.39 6.08 84.72 42.8 68.41 61.72 60.21 53.71 114.83 98.23 90.27 119.89 140.25 44.91 68.26 29.83 49.01 120.81 104.81 67.07 2.83 53.16 13.6 53.24 130.17 
6.4 56.22 47.93 47.43 58.87 87.85 79.03 121.12 57.49 99.3 10.0 0.0 125.93 81.06 108.98 30.0 12.73 2.83 109.33 56.01 20.81 34.48 63.78 111.11 103.81 27.46 93.39 93.06 99.85 117.72 21.38 52.55 61.68 54.01 62.01 63.07 47.85 74.65 79.06 104.24 121.04 137.56 129.25 119.1 123.37 18.6 60.93 60.31 45.49 11.18 80.16 7.28 80.96 46.52 74.97 52.92 61.85 58.52 114.63 96.18 91.22 119.4 136.96 39.0 76.0 37.01 41.3 114.16 101.59 64.88 10.0 59.68 8.06 58.19 121.76 
122.0 113.07 79.4 88.59 68.26 74.06 52.7 13.6 111.52 27.31 130.39 125.93 0.0 64.62 63.7 108.75 115.41 124.43 46.49 72.62 107.06 97.31 101.91 34.18 22.2 119.01 32.56 81.99 42.19 60.83 135.77 74.43 80.8 73.74 74.81 66.0 80.22 68.01 48.04 47.42 58.31 42.19 32.98 54.45 69.35 140.43 84.2 86.12 99.64 137.1 58.52 132.38 46.04 104.09 120.54 87.66 86.59 106.74 55.0 42.05 70.18 51.62 19.92 151.7 132.4 122.41 144.94 34.21 29.41 66.12 132.67 118.41 118.26 107.7 67.48 
79.93 99.04 37.22 68.41 31.05 86.88 55.36 53.6 98.49 49.5 81.3 81.06 64.62 0.0 28.6 79.26 68.41 80.81 81.54 52.47 60.31 67.98 94.2 73.76 46.62 88.2 41.04 96.88 24.08 97.75 98.35 34.93 72.17 50.8 19.1 24.74 36.06 6.4 28.64 78.03 98.18 58.82 52.61 94.3 107.04 99.16 75.33 24.52 80.01 91.02 8.06 85.45 29.53 43.93 55.95 72.37 24.19 43.19 33.6 22.8 14.04 38.59 66.19 116.85 67.78 63.56 114.4 76.49 35.34 20.88 84.06 54.59 73.11 44.18 104.81 
108.21 126.29 65.73 95.63 58.6 108.0 76.01 50.21 125.59 60.73 108.41 108.98 63.7 28.6 0.0 107.7 96.26 108.9 95.21 78.75 88.39 96.25 120.33 84.86 54.23 116.76 54.13 118.02 25.96 111.97 126.81 63.13 97.51 77.49 47.51 52.33 64.64 34.83 49.25 92.89 111.33 39.32 38.08 107.22 121.46 127.29 100.9 49.65 107.54 118.56 32.7 112.93 49.09 68.0 68.0 98.98 48.55 62.94 10.44 29.43 18.36 16.28 56.44 145.34 80.02 87.24 143.0 86.93 40.85 48.76 111.21 72.57 101.14 63.89 119.25 
23.6 28.23 42.06 21.21 49.82 59.2 57.28 106.85 29.07 81.44 39.7 30.0 108.75 79.26 107.7 0.0 30.89 27.2 84.01 36.24 30.81 12.04 33.94 87.97 87.71 10.3 77.52 63.56 91.97 90.26 28.16 44.65 34.13 35.51 61.33 55.8 43.38 73.36 66.71 79.03 93.9 128.82 119.21 92.44 95.08 35.13 32.56 65.73 15.65 38.48 75.45 36.89 68.25 60.13 92.78 25.08 67.68 73.11 110.8 87.69 92.14 114.48 122.97 42.95 97.02 59.62 37.01 90.8 89.2 59.08 40.0 78.45 27.8 73.17 93.62 
13.6 59.03 36.4 43.27 47.54 83.86 70.86 109.9 59.94 89.27 15.03 12.73 115.41 68.41 96.26 30.89 0.0 13.04 102.36 48.05 8.54 30.61 64.2 102.96 93.21 32.56 82.87 90.21 87.66 112.16 32.7 41.23 57.45 45.71 49.41 51.26 36.06 62.01 67.91 97.27 115.17 125.3 117.2 112.89 118.53 31.24 57.43 47.63 44.69 22.83 67.74 17.46 69.86 34.79 65.07 49.41 49.2 47.3 102.0 84.1 78.49 106.83 125.57 51.0 67.6 29.12 51.92 106.07 90.14 52.8 17.26 50.0 5.39 47.07 116.78 
3.61 53.41 46.96 44.92 57.78 85.23 77.0 119.87 54.67 97.67 12.81 2.83 124.43 80.81 108.9 27.2 13.04 0.0 107.06 54.01 20.52 32.02 60.96 109.04 102.36 24.7 91.92 90.35 99.13 115.25 19.92 51.48 59.14 52.09 61.72 62.18 47.01 74.41 77.83 101.97 118.6 136.86 128.41 116.71 120.81 18.38 58.31 60.61 42.72 13.0 79.63 9.85 79.71 47.54 76.66 50.33 62.2 59.77 114.34 95.38 91.29 119.02 135.77 38.01 78.03 39.01 39.62 112.07 100.46 64.14 12.81 61.4 7.81 59.48 119.22 
103.82 77.83 73.43 63.03 65.22 31.91 32.65 55.44 75.96 34.48 116.71 109.33 46.49 81.54 95.21 84.01 102.36 107.06 0.0 54.41 95.51 75.33 65.0 12.37 41.59 93.19 41.63 37.48 69.26 16.76 112.07 69.12 50.16 56.92 80.66 67.36 75.29 81.22 53.41 5.1 16.64 86.7 76.32 12.81 26.25 119.02 52.47 93.43 70.46 119.94 73.5 116.56 52.2 105.95 132.28 59.08 94.79 113.7 89.82 66.13 93.06 88.81 66.41 124.46 142.52 119.85 115.52 12.53 54.57 70.04 118.26 124.81 103.16 114.48 24.04 
51.09 47.85 23.32 17.8 22.02 41.4 23.02 70.72 47.01 45.31 62.65 56.01 72.62 52.47 78.75 36.24 48.05 54.01 54.41 0.0 41.11 24.7 41.77 55.15 51.48 46.53 41.34 50.25 58.83 65.37 63.25 21.19 20.1 2.83 39.62 28.02 25.55 48.04 32.2 49.34 67.98 94.18 84.15 65.39 72.67 68.45 23.0 49.98 30.0 67.01 46.32 63.07 33.42 56.08 86.95 20.25 51.87 66.57 79.62 54.38 66.48 82.37 86.82 79.16 95.21 66.85 72.95 58.22 53.76 32.02 64.38 76.22 49.25 67.12 70.72 
20.0 58.82 27.89 38.9 39.05 78.82 63.56 101.39 59.46 81.1 23.35 20.81 107.06 60.31 88.39 30.81 8.54 20.52 95.51 41.11 0.0 27.2 62.27 95.52 84.85 35.06 74.55 85.8 79.18 106.02 39.12 32.76 52.63 38.6 41.23 42.72 27.51 53.91 59.44 90.44 108.85 116.85 108.69 106.4 112.77 38.9 53.08 40.5 42.54 31.3 59.36 26.0 61.39 30.15 62.2 45.25 42.19 43.1 93.86 75.58 70.84 98.6 117.05 57.69 66.22 29.68 57.38 98.66 81.61 44.28 25.71 47.68 12.81 43.05 110.94 
28.64 34.06 31.02 13.0 38.01 53.67 46.69 95.02 34.23 70.01 42.95 34.48 97.31 67.98 96.25 12.04 30.61 32.02 75.33 24.7 27.2 0.0 35.34 78.16 76.03 22.2 65.76 59.64 79.98 83.24 38.6 33.12 27.31 23.71 50.6 44.1 32.57 62.24 54.67 70.26 86.59 116.78 107.17 84.72 88.96 44.28 26.93 56.32 15.81 44.72 63.81 41.76 56.22 53.6 86.59 18.87 58.31 66.29 99.05 75.69 81.15 102.62 111.14 54.59 92.11 56.86 49.04 81.1 77.2 47.51 44.01 73.05 29.53 66.49 87.32 
57.38 13.15 61.13 27.17 63.39 33.96 50.61 104.35 11.18 76.58 73.59 63.78 101.91 94.2 120.33 33.94 64.2 60.96 65.0 41.77 62.27 35.34 0.0 73.06 84.65 38.08 76.28 34.06 99.01 65.62 56.08 61.01 23.26 43.42 80.01 69.58 63.2 89.56 72.24 60.84 69.87 131.76 121.2 69.63 68.0 64.88 19.7 88.46 19.72 71.28 88.07 70.43 73.01 88.54 121.46 22.02 90.45 100.96 120.55 94.54 108.19 122.77 119.6 63.29 127.39 91.92 53.01 75.18 91.07 73.55 73.76 108.27 61.62 101.24 67.03 
106.0 85.42 71.17 66.75 61.74 41.73 32.14 43.19 83.65 24.7 117.72 111.11 34.18 73.76 84.86 87.97 102.96 109.04 12.37 55.15 95.52 78.16 73.06 0.0 30.68 97.67 32.8 48.6 59.09 28.07 116.11 66.48 55.36 57.31 75.45 62.77 72.8 74.25 46.86 13.6 26.68 74.43 64.12 22.56 37.34 122.41 58.19 88.23 75.69 122.04 65.86 118.21 45.34 102.42 126.66 63.79 89.4 109.0 78.85 56.36 84.31 77.47 54.08 129.76 137.41 117.75 121.46 3.16 44.01 64.9 119.51 120.42 104.39 109.84 35.23 
100.0 94.76 57.22 68.24 46.1 61.35 34.06 19.8 93.38 8.54 108.19 103.81 22.2 46.62 54.23 87.71 93.21 102.36 41.59 51.48 84.85 76.03 84.65 30.68 0.0 98.01 10.44 70.6 28.65 58.25 114.24 52.24 62.24 52.33 53.85 44.1 58.08 48.76 26.02 40.05 57.28 48.47 37.7 53.16 67.68 118.6 65.8 65.79 79.81 114.98 39.45 110.22 24.02 82.98 102.08 68.12 66.48 86.73 48.27 26.4 55.23 47.27 35.61 130.6 113.6 100.84 124.34 32.7 13.42 44.55 110.48 98.43 96.1 87.66 65.51 
21.47 29.0 51.04 31.05 59.46 66.91 67.36 117.14 30.41 91.71 37.44 27.46 119.01 88.2 116.76 10.3 32.56 24.7 93.19 46.53 35.06 22.2 38.08 97.67 98.01 0.0 87.82 70.21 101.82 98.51 19.1 54.04 43.05 45.79 69.84 65.3 52.15 82.15 76.84 88.28 102.31 138.85 129.32 101.08 102.77 27.2 41.01 73.05 23.09 33.42 84.81 33.3 78.41 65.19 97.05 34.13 74.95 78.16 120.25 97.59 100.72 124.08 133.26 32.7 100.13 61.61 26.91 100.45 99.4 68.41 37.01 82.22 28.16 78.1 101.43 
89.56 85.8 47.04 58.41 36.0 55.9 25.94 29.41 84.5 8.6 97.87 93.39 32.56 41.04 54.13 77.52 82.87 91.92 41.63 41.34 74.55 65.76 76.28 32.8 10.44 87.82 0.0 65.62 28.28 58.31 103.87 42.05 53.41 42.06 45.31 34.53 48.0 42.01 16.49 38.9 58.14 55.57 44.94 54.12 67.78 108.17 57.01 57.7 70.18 104.56 33.24 99.82 14.56 74.04 95.13 58.69 58.59 78.72 50.01 24.74 51.62 50.25 45.49 120.35 106.33 91.41 114.28 35.47 15.52 35.44 100.13 90.38 85.7 79.62 65.55 
86.77 47.0 73.57 47.01 70.38 10.05 42.11 88.39 45.0 62.1 102.22 93.06 81.99 96.88 118.02 63.56 90.21 90.35 37.48 50.25 85.8 59.64 34.06 48.6 70.6 70.21 65.62 0.0 93.13 32.89 89.02 71.12 33.24 53.0 88.39 75.27 75.8 94.11 69.35 35.0 37.34 118.9 108.16 38.01 34.06 97.42 32.8 99.74 47.93 102.04 89.27 100.18 69.18 106.02 137.2 40.8 101.55 116.81 115.28 89.05 110.48 115.85 101.53 97.33 145.34 114.55 87.05 49.68 81.05 79.06 102.96 126.25 89.04 117.35 33.24 
97.64 106.55 52.43 76.55 42.52 83.22 51.62 30.08 105.59 34.79 101.64 99.85 42.19 24.08 25.96 91.97 87.66 99.13 69.26 58.83 79.18 79.98 99.01 59.09 28.65 101.82 28.28 93.13 0.0 86.02 114.81 48.41 75.77 58.25 39.56 37.2 52.15 29.07 26.83 66.94 85.44 37.74 29.73 81.34 95.51 117.05 79.31 48.09 88.75 110.48 20.62 105.1 26.0 67.36 79.06 78.77 48.01 67.27 22.2 4.47 28.02 23.77 42.11 132.77 91.09 86.83 128.7 61.27 15.26 34.99 104.28 78.64 91.79 68.26 93.3 
111.83 78.77 86.4 70.34 79.25 32.02 46.01 71.03 76.79 51.24 125.87 117.72 60.83 97.75 111.97 90.26 112.16 115.25 16.76 65.37 106.02 83.24 65.62 28.07 58.25 98.51 58.31 32.89 86.02 0.0 117.61 82.46 56.29 68.1 95.59 82.07 88.41 97.08 69.34 19.72 4.47 102.18 92.02 6.71 9.49 125.3 57.71 108.25 75.43 127.82 89.69 125.0 68.26 119.47 147.14 65.31 109.71 128.04 106.51 82.87 109.57 105.38 80.6 128.04 157.0 132.08 118.27 27.02 71.31 85.04 127.13 138.85 112.27 128.76 7.28 
19.24 45.28 62.48 49.37 72.42 85.99 85.15 132.82 47.01 108.5 29.07 21.38 135.77 98.35 126.81 28.16 32.7 19.92 112.07 63.25 39.12 38.6 56.08 116.11 114.24 19.1 103.87 89.02 114.81 117.61 0.0 66.4 62.0 62.03 79.31 77.62 63.03 92.02 91.42 107.12 121.41 152.41 143.39 120.15 121.82 9.22 60.07 79.61 42.19 20.25 96.26 23.19 93.15 67.42 96.34 53.01 81.3 79.7 131.53 110.8 109.64 135.88 148.92 18.6 97.08 58.22 20.02 118.95 114.24 80.16 27.29 81.05 27.31 79.4 120.51 
49.65 64.54 5.0 34.23 6.32 61.91 36.62 68.68 64.13 49.09 56.09 52.55 74.43 34.93 63.13 44.65 41.23 51.48 69.12 21.19 32.76 33.12 61.01 66.48 52.24 54.04 42.05 71.12 48.41 82.46 66.4 0.0 41.0 18.68 19.0 11.31 6.32 29.41 26.68 64.35 84.4 86.02 77.18 81.27 90.61 68.96 43.57 28.79 45.35 63.57 30.81 58.52 28.64 37.01 66.29 39.0 30.68 46.23 66.22 44.41 48.38 70.09 84.43 84.39 75.17 51.26 80.72 69.64 49.04 14.42 58.46 56.57 44.6 46.86 88.53 
55.66 32.53 42.38 14.32 42.11 26.42 28.32 82.04 31.14 54.49 70.26 61.68 80.8 72.17 97.51 34.13 57.45 59.14 50.16 20.1 52.63 27.31 23.26 55.36 62.24 43.05 53.41 33.24 75.77 56.29 62.0 41.0 0.0 22.36 59.68 48.01 44.6 68.0 49.04 45.28 59.84 108.72 98.23 58.31 61.68 69.26 3.61 69.64 20.4 71.57 65.62 68.95 49.77 73.57 105.55 9.06 71.57 84.97 97.41 71.31 86.21 99.54 97.62 74.53 113.02 81.32 66.1 57.97 67.96 52.01 71.31 93.81 56.8 85.42 60.08 
49.25 48.85 20.59 18.36 20.02 44.2 25.18 71.34 48.1 46.49 60.41 54.01 73.74 50.8 77.49 35.51 45.71 52.09 56.92 2.83 38.6 23.71 43.42 57.31 52.33 45.79 42.06 53.0 58.25 68.1 62.03 18.68 22.36 0.0 37.34 26.17 22.83 46.17 31.89 51.87 70.66 94.07 84.17 68.03 75.45 66.94 25.08 47.43 30.53 65.07 44.92 61.01 33.24 53.26 84.22 21.59 49.34 63.81 78.71 53.82 64.78 81.63 87.46 78.29 92.42 64.07 72.42 60.41 53.91 30.15 62.2 73.41 47.1 64.35 73.5 
60.83 83.19 19.65 53.15 18.03 78.79 50.0 66.0 82.87 53.71 62.65 62.01 74.81 19.1 47.51 61.33 49.41 61.72 80.66 39.62 41.23 50.6 80.01 75.45 53.85 69.84 45.31 88.39 39.56 95.59 79.31 19.0 59.68 37.34 0.0 13.6 18.03 12.73 29.07 76.37 96.88 76.56 69.26 93.35 104.35 80.06 62.39 12.81 63.95 72.11 18.97 66.57 30.87 29.27 51.62 58.0 14.14 33.62 52.63 36.67 30.89 57.43 80.4 97.84 62.01 48.01 95.69 78.49 46.04 10.63 65.37 45.18 54.04 34.48 102.18 
60.54 74.33 15.26 43.68 6.32 65.55 36.4 59.03 73.76 42.45 65.8 63.07 66.0 24.74 52.33 55.8 51.26 62.18 67.36 28.02 42.72 44.1 69.58 62.77 44.1 65.3 34.53 75.27 37.2 82.07 77.62 11.31 48.01 26.17 13.6 0.0 15.23 20.02 18.11 62.97 83.45 74.89 66.24 79.98 90.79 79.92 51.01 26.17 55.36 73.93 19.72 68.71 20.1 39.92 65.07 47.68 27.66 46.4 55.0 33.29 38.64 58.8 74.46 95.67 75.17 56.89 92.02 65.86 39.05 4.0 68.31 57.69 55.04 47.2 88.62 
45.49 65.49 2.24 36.06 12.0 66.85 42.72 73.98 65.28 55.23 50.7 47.85 80.22 36.06 64.64 43.38 36.06 47.01 75.29 25.55 27.51 32.57 63.2 72.8 58.08 52.15 48.0 75.8 52.15 88.41 63.03 6.32 44.6 22.83 18.03 15.23 0.0 30.02 32.25 70.49 90.44 89.89 81.41 87.37 96.43 64.9 46.84 25.32 46.27 58.69 33.24 53.49 34.23 31.14 61.4 41.44 27.29 41.05 68.62 48.37 48.75 72.86 89.56 81.32 69.81 44.94 78.41 75.96 54.12 17.2 53.16 50.99 39.81 41.62 94.37 
73.55 93.86 31.3 63.35 26.17 84.2 53.31 57.71 93.39 50.61 74.95 74.65 68.01 6.4 34.83 73.36 62.01 74.41 81.22 48.04 53.91 62.24 89.56 74.25 48.76 82.15 42.01 94.11 29.07 97.08 92.02 29.41 68.0 46.17 12.73 20.02 30.02 0.0 27.8 77.42 97.8 64.85 58.25 94.02 106.23 92.76 71.03 19.03 74.73 84.63 9.49 79.06 29.07 38.33 53.34 67.6 19.03 38.83 40.0 27.07 18.97 44.94 71.01 110.54 64.85 57.87 108.23 77.1 38.6 16.03 77.7 50.45 66.71 39.81 104.01 
75.77 79.76 31.58 50.0 20.4 59.3 27.29 42.06 78.77 24.7 82.76 79.06 48.04 28.64 49.25 66.71 67.91 77.83 53.41 32.2 59.44 54.67 72.24 46.86 26.02 76.84 16.49 69.35 26.83 69.34 91.42 26.68 49.04 31.89 29.07 18.11 32.25 27.8 0.0 49.65 70.0 62.23 52.5 66.22 78.55 94.85 52.55 41.68 62.2 90.14 20.62 85.16 2.0 57.57 79.81 51.97 42.72 62.65 48.38 22.36 41.48 50.57 57.94 108.72 90.7 74.97 103.71 49.82 22.83 18.97 85.15 74.24 71.17 63.53 76.32 
98.73 73.54 68.6 58.01 60.61 28.43 27.78 55.32 71.69 32.39 111.61 104.24 47.42 78.03 92.89 79.03 97.27 101.97 5.1 49.34 90.44 70.26 60.84 13.6 40.05 88.28 38.9 35.0 66.94 19.72 107.12 64.35 45.28 51.87 76.37 62.97 70.49 77.42 49.65 0.0 20.52 86.49 75.95 17.03 29.07 114.0 47.68 89.11 65.62 114.86 69.97 111.46 48.55 101.26 127.99 54.15 90.51 109.22 87.97 63.6 89.9 87.28 67.23 119.68 138.11 114.95 110.86 14.87 52.61 65.76 113.16 120.25 98.06 109.99 26.83 
115.21 83.02 88.48 73.76 80.92 36.12 47.8 69.03 81.05 50.7 129.03 121.04 58.31 98.18 111.33 93.9 115.17 118.6 16.64 67.98 108.85 86.59 69.87 26.68 57.28 102.31 58.14 37.34 85.44 4.47 121.41 84.4 59.84 70.66 96.88 83.45 90.44 97.8 70.0 20.52 0.0 100.02 90.02 4.12 11.05 129.0 61.4 109.6 79.23 131.24 90.14 128.32 68.82 121.4 148.49 68.88 111.02 129.63 105.51 82.46 109.66 104.14 77.93 132.09 158.55 134.46 122.41 25.18 70.52 86.28 130.36 140.58 115.43 130.38 9.22 
135.37 140.8 90.14 111.95 80.0 109.79 81.49 31.26 139.62 57.01 139.09 137.56 42.19 58.82 39.32 128.82 125.3 136.86 86.7 94.18 116.85 116.78 131.76 74.43 48.47 138.85 55.57 118.9 37.74 102.18 152.41 86.02 108.72 94.07 76.56 74.89 89.89 64.85 62.23 86.49 100.02 0.0 10.77 96.05 111.04 154.78 112.33 83.24 124.08 148.12 57.7 142.71 60.83 102.62 107.12 113.23 82.71 99.98 29.07 41.62 55.15 23.09 25.08 170.24 119.21 122.26 165.76 75.17 40.8 72.72 141.77 110.45 129.5 100.98 109.07 
126.76 130.42 81.49 101.86 71.02 99.02 70.83 21.0 129.2 46.24 131.31 129.25 32.98 52.61 38.08 119.21 117.2 128.41 76.32 84.15 108.69 107.17 121.2 64.12 37.7 129.32 44.94 108.16 29.73 92.02 143.39 77.18 98.23 84.17 69.26 66.24 81.41 58.25 52.5 75.95 90.02 10.77 0.0 86.01 101.0 146.12 101.83 77.1 113.95 139.99 50.29 134.66 50.99 96.51 104.09 102.94 76.79 95.08 27.73 33.11 51.35 22.47 19.1 161.01 116.25 116.1 156.2 65.01 30.48 64.4 133.93 106.0 121.2 96.08 99.0 
113.36 82.76 85.44 72.01 77.62 35.69 44.65 65.01 80.81 46.62 126.92 119.1 54.45 94.3 107.22 92.44 112.89 116.71 12.81 65.39 106.4 84.72 69.63 22.56 53.16 101.08 54.12 38.01 81.34 6.71 120.15 81.27 58.31 68.03 93.35 79.98 87.37 94.02 66.22 17.03 4.12 96.05 86.01 0.0 15.0 127.57 60.07 106.1 78.03 129.44 86.27 126.37 65.0 118.22 144.97 67.36 107.49 126.25 101.39 78.39 105.68 100.02 74.15 131.31 155.13 131.61 121.81 21.1 66.41 82.73 128.32 137.28 113.32 127.02 13.04 
117.32 81.02 94.37 75.96 87.69 35.9 54.49 80.01 79.03 60.73 131.85 123.37 69.35 107.04 121.46 95.08 118.53 120.81 26.25 72.67 112.77 88.96 68.0 37.34 67.68 102.77 67.78 34.06 95.51 9.49 121.82 90.61 61.68 75.45 104.35 90.79 96.43 106.23 78.55 29.07 11.05 111.04 101.0 15.0 0.0 129.84 62.64 116.93 79.83 133.15 98.98 130.63 77.52 127.56 155.79 70.52 118.44 136.47 115.95 92.36 118.97 114.76 88.96 131.14 165.47 139.52 121.0 36.06 80.78 93.86 132.97 147.14 118.31 137.18 2.24 
19.42 54.38 64.66 56.0 75.18 93.94 90.93 136.69 56.08 113.32 23.54 18.6 140.43 99.16 127.29 35.13 31.24 18.38 119.02 68.45 38.9 44.28 64.88 122.41 118.6 27.2 108.17 97.42 117.05 125.3 9.22 68.96 69.26 66.94 80.06 79.92 64.9 92.76 94.85 114.0 129.0 154.78 146.12 127.57 129.84 0.0 67.6 78.87 50.01 13.0 97.8 17.46 96.66 64.88 91.92 60.21 80.43 76.56 132.65 113.21 109.66 137.28 152.71 21.38 91.66 53.37 26.68 125.32 117.63 82.1 21.21 76.66 26.17 76.16 128.46 
