70
42.7 	10.1 	4.5 	69.5 	3.5 	65.3 	62.7 	74.3 	21.9 	93.5 	0.0 	40.4 	10.8 	75.0 	94.9 	58.9 	21.7 	89.3 	60.8 	41.2 	90.2 	39.9 	66.1 	51.5 	67.9 	35.3 	40.0 	73.0 	50.2 	96.1 	29.4 	94.6 	13.1 	71.8 	30.9 	52.3 	89.4 	5.0 	40.5 	35.7 	65.8 	5.3 	96.4 	41.9 	81.8 	89.3 	75.7 	45.4 	17.0 	7.6 	17.0 	11.3 	61.8 	99.6 	21.7 	99.3 	21.5 	18.5 	96.4 	85.0 	88.8 	89.4 	37.7 	79.1 	69.7 	18.3 	14.9 	70.0 	22.8 	53.8 	
21.7 	20.3 	5.0 	96.9 	35.7 	65.9 	60.2 	96.1 	13.9 	35.8 	40.4 	0.0 	14.9 	7.8 	9.5 	89.7 	43.1 	88.3 	27.9 	15.6 	41.0 	23.3 	47.2 	87.3 	57.8 	68.3 	6.4 	36.8 	24.2 	28.9 	51.8 	82.2 	85.4 	99.6 	1.1 	15.7 	93.8 	5.2 	93.2 	8.7 	73.4 	63.6 	57.1 	67.7 	4.6 	97.7 	92.7 	90.9 	99.4 	5.5 	35.1 	32.3 	49.0 	20.4 	65.3 	44.4 	41.3 	80.8 	18.8 	11.9 	37.8 	18.7 	84.1 	86.2 	11.3 	66.7 	32.0 	85.5 	64.4 	35.0 	
76.3 	7.6 	49.4 	6.6 	44.0 	20.6 	96.6 	55.9 	94.1 	97.0 	10.8 	14.9 	0.0 	51.7 	56.7 	32.2 	90.8 	77.0 	72.7 	26.5 	11.5 	83.7 	63.1 	85.0 	22.9 	58.2 	73.8 	9.1 	51.0 	97.3 	87.2 	41.7 	54.6 	97.4 	84.0 	6.3 	24.9 	19.6 	35.8 	15.8 	23.7 	29.3 	21.9 	83.6 	74.1 	47.5 	29.7 	43.9 	46.6 	95.9 	27.4 	3.4 	7.9 	96.0 	15.9 	39.0 	47.5 	75.9 	32.1 	80.5 	72.3 	63.1 	5.4 	49.5 	3.1 	66.3 	74.8 	85.6 	3.4 	80.7 	
13.4 	99.6 	26.4 	42.0 	79.6 	11.7 	13.6 	24.5 	32.6 	24.1 	75.0 	7.8 	51.7 	0.0 	99.0 	14.4 	3.9 	22.6 	25.3 	48.2 	9.7 	95.1 	68.9 	18.6 	61.7 	58.6 	28.9 	57.7 	14.2 	95.1 	41.1 	78.6 	11.0 	87.1 	51.6 	47.5 	23.6 	95.3 	66.9 	69.2 	78.7 	61.8 	13.8 	49.3 	96.4 	10.4 	54.1 	62.1 	7.5 	48.4 	43.0 	3.1 	10.0 	78.1 	76.1 	90.7 	73.1 	41.0 	57.7 	79.6 	21.1 	49.9 	72.4 	89.1 	85.0 	5.2 	95.7 	18.3 	30.9 	70.5 	
41.2 	27.6 	55.6 	87.6 	19.9 	9.9 	36.8 	19.1 	34.8 	84.2 	94.9 	9.5 	56.7 	99.0 	0.0 	75.3 	36.0 	25.0 	76.3 	87.5 	2.1 	36.9 	72.4 	60.4 	9.2 	50.2 	79.5 	86.6 	34.1 	69.3 	27.0 	15.3 	10.8 	34.4 	27.0 	36.4 	84.2 	67.3 	95.9 	99.5 	77.3 	86.7 	45.1 	26.5 	59.7 	92.2 	85.2 	12.0 	57.7 	7.2 	38.4 	58.0 	70.5 	51.5 	93.1 	37.8 	19.6 	26.6 	89.1 	83.0 	91.2 	44.6 	55.4 	90.8 	47.4 	84.2 	11.4 	88.0 	68.9 	12.5 	
42.1 	32.9 	84.9 	28.8 	1.9 	11.6 	15.5 	13.4 	27.2 	27.7 	58.9 	89.7 	32.2 	14.4 	75.3 	0.0 	98.3 	32.2 	74.9 	90.0 	56.7 	91.2 	7.4 	94.1 	98.1 	28.7 	99.4 	96.6 	38.4 	72.7 	80.3 	61.5 	18.3 	41.0 	19.5 	67.4 	23.6 	84.0 	11.8 	61.8 	13.5 	23.4 	89.2 	82.1 	66.5 	32.3 	56.7 	62.2 	16.1 	54.4 	25.0 	45.2 	10.9 	51.2 	96.1 	9.3 	60.3 	27.7 	86.5 	44.1 	64.1 	94.3 	66.0 	13.3 	21.3 	37.4 	91.5 	4.5 	50.8 	50.7 	
89.6 	29.4 	70.4 	56.2 	52.3 	32.9 	89.6 	50.7 	10.6 	64.5 	21.7 	43.1 	90.8 	3.9 	36.0 	98.3 	0.0 	13.0 	24.5 	46.5 	74.4 	4.7 	81.0 	20.7 	44.9 	23.1 	93.0 	25.1 	15.9 	55.1 	58.7 	40.6 	72.1 	2.7 	88.9 	13.4 	61.0 	50.0 	18.2 	15.9 	77.5 	13.3 	84.5 	31.8 	62.6 	4.0 	13.3 	50.3 	73.5 	71.2 	98.9 	98.8 	8.1 	66.1 	54.0 	39.2 	95.6 	40.8 	65.7 	97.9 	79.3 	94.8 	44.5 	30.0 	50.2 	62.8 	98.3 	19.5 	46.5 	56.8 	
93.3 	18.4 	7.1 	28.8 	68.5 	50.5 	87.5 	87.4 	47.2 	61.1 	89.3 	88.3 	77.0 	22.6 	25.0 	32.2 	13.0 	0.0 	86.0 	21.6 	9.4 	85.8 	84.8 	95.7 	18.8 	29.9 	35.5 	20.7 	20.0 	53.9 	92.3 	35.0 	3.6 	76.0 	32.8 	1.6 	98.0 	31.0 	11.4 	73.7 	36.3 	61.6 	27.6 	86.3 	24.6 	16.1 	89.7 	25.9 	11.7 	49.3 	71.6 	83.4 	78.9 	49.6 	84.1 	95.9 	92.1 	77.5 	90.9 	65.4 	10.2 	10.6 	71.9 	64.0 	26.5 	65.4 	40.7 	70.7 	43.2 	71.8 	
52.0 	75.3 	92.4 	41.1 	7.4 	90.5 	43.4 	84.8 	61.2 	89.1 	60.8 	27.9 	72.7 	25.3 	76.3 	74.9 	24.5 	86.0 	0.0 	40.8 	3.1 	82.9 	7.3 	54.6 	50.5 	91.9 	45.5 	91.8 	15.8 	77.3 	29.5 	95.8 	86.4 	36.0 	66.3 	72.2 	19.4 	91.2 	53.6 	4.8 	2.1 	46.8 	1.5 	56.0 	62.0 	58.6 	1.6 	36.8 	58.8 	80.5 	80.4 	93.4 	95.4 	11.1 	3.9 	7.5 	83.6 	20.6 	25.0 	30.0 	61.0 	92.3 	32.2 	93.7 	82.7 	3.2 	98.7 	36.1 	81.7 	8.7 	
36.5 	54.9 	3.1 	52.1 	99.9 	14.5 	22.3 	30.4 	61.8 	53.2 	41.2 	15.6 	26.5 	48.2 	87.5 	90.0 	46.5 	21.6 	40.8 	0.0 	50.5 	17.8 	37.1 	67.6 	2.7 	56.5 	82.2 	99.2 	76.8 	36.6 	51.4 	29.6 	21.6 	43.0 	78.9 	51.5 	92.5 	23.2 	94.4 	49.1 	26.8 	12.8 	39.9 	5.9 	36.4 	12.6 	87.5 	34.6 	57.2 	65.7 	42.4 	9.2 	55.0 	93.3 	1.9 	84.4 	8.6 	55.6 	98.3 	11.3 	17.7 	38.0 	12.5 	37.7 	97.0 	47.3 	27.0 	12.4 	11.1 	36.4 	
57.3 	19.5 	35.1 	95.2 	83.2 	25.1 	23.6 	2.4 	27.5 	46.4 	90.2 	41.0 	11.5 	9.7 	2.1 	56.7 	74.4 	9.4 	3.1 	50.5 	0.0 	70.3 	70.5 	60.5 	56.7 	36.2 	41.8 	5.7 	12.4 	64.0 	29.2 	70.0 	21.2 	23.4 	29.2 	40.2 	64.1 	69.8 	48.3 	78.3 	2.7 	33.1 	70.6 	38.9 	17.6 	35.7 	27.7 	92.0 	76.8 	51.6 	51.3 	19.7 	89.3 	31.7 	38.3 	27.2 	44.2 	71.4 	20.7 	96.6 	37.0 	53.2 	46.0 	55.5 	85.5 	5.5 	28.8 	18.1 	85.5 	17.6 	
56.9 	81.5 	50.8 	44.8 	30.3 	52.3 	84.1 	44.7 	47.2 	64.4 	39.9 	23.3 	83.7 	95.1 	36.9 	91.2 	4.7 	85.8 	82.9 	17.8 	70.3 	0.0 	4.6 	6.9 	54.4 	88.6 	49.4 	68.5 	48.1 	73.9 	11.5 	32.2 	49.3 	31.4 	52.0 	4.4 	61.4 	27.6 	58.7 	33.7 	37.4 	69.0 	64.6 	64.6 	29.5 	87.0 	40.8 	61.6 	22.0 	26.5 	46.5 	18.6 	94.7 	80.7 	9.6 	65.8 	87.3 	83.0 	63.5 	12.2 	21.8 	65.6 	39.2 	51.0 	32.5 	59.6 	60.1 	31.7 	67.8 	41.2 	
88.5 	18.1 	55.3 	33.1 	38.4 	18.0 	52.2 	46.8 	89.9 	16.6 	66.1 	47.2 	63.1 	68.9 	72.4 	7.4 	81.0 	84.8 	7.3 	37.1 	70.5 	4.6 	0.0 	88.6 	2.0 	88.7 	29.6 	84.8 	39.2 	20.8 	99.9 	16.8 	33.0 	93.3 	46.4 	36.5 	70.3 	95.4 	46.8 	80.7 	75.2 	60.2 	74.8 	40.3 	66.2 	41.7 	46.8 	47.7 	19.7 	8.6 	21.5 	28.5 	50.4 	35.5 	76.7 	14.1 	6.0 	85.5 	36.9 	55.9 	68.3 	92.4 	5.1 	87.6 	19.3 	23.6 	76.5 	23.8 	91.8 	37.5 	
4.4 	78.4 	36.6 	55.0 	67.4 	10.6 	1.8 	89.9 	67.0 	76.5 	51.5 	87.3 	85.0 	18.6 	60.4 	94.1 	20.7 	95.7 	54.6 	67.6 	60.5 	6.9 	88.6 	0.0 	32.2 	77.8 	42.0 	91.5 	40.2 	83.5 	6.6 	60.1 	83.8 	42.1 	69.2 	29.6 	80.5 	35.6 	69.0 	45.1 	90.5 	2.7 	44.3 	29.1 	27.3 	96.9 	16.8 	65.8 	32.6 	28.4 	15.1 	26.7 	91.8 	39.2 	48.0 	19.9 	71.9 	27.4 	81.8 	16.9 	51.6 	24.6 	77.5 	65.4 	46.1 	34.6 	43.4 	11.3 	94.0 	62.1 	
67.4 	46.5 	50.7 	88.7 	15.2 	1.5 	14.1 	21.6 	46.3 	8.6 	67.9 	57.8 	22.9 	61.7 	9.2 	98.1 	44.9 	18.8 	50.5 	2.7 	56.7 	54.4 	2.0 	32.2 	0.0 	3.4 	96.4 	93.7 	94.1 	62.1 	90.2 	76.7 	48.4 	64.3 	12.3 	64.1 	12.6 	57.0 	55.8 	48.1 	72.1 	7.8 	33.0 	73.5 	53.7 	71.4 	57.0 	20.4 	89.1 	46.8 	95.8 	31.0 	23.3 	75.4 	83.2 	19.4 	62.1 	41.3 	6.3 	75.8 	19.5 	96.9 	4.1 	87.7 	77.1 	8.0 	81.8 	49.0 	45.0 	86.0 	
82.7 	77.8 	71.7 	72.7 	90.2 	40.0 	74.1 	13.5 	17.0 	60.1 	35.3 	68.3 	58.2 	58.6 	50.2 	28.7 	23.1 	29.9 	91.9 	56.5 	36.2 	88.6 	88.7 	77.8 	3.4 	0.0 	10.5 	74.9 	47.8 	56.3 	58.9 	39.6 	2.0 	69.4 	15.1 	25.9 	82.4 	45.8 	22.0 	27.5 	10.9 	14.1 	46.1 	25.4 	95.2 	19.1 	84.3 	12.4 	27.8 	34.4 	90.6 	44.6 	6.5 	33.9 	17.5 	92.0 	8.6 	98.0 	84.4 	44.8 	10.5 	54.3 	73.1 	23.0 	47.1 	49.3 	33.7 	40.7 	98.5 	92.0 	
40.4 	23.5 	2.3 	82.2 	78.4 	64.3 	9.4 	90.1 	14.3 	35.5 	40.0 	6.4 	73.8 	28.9 	79.5 	99.4 	93.0 	35.5 	45.5 	82.2 	41.8 	49.4 	29.6 	42.0 	96.4 	10.5 	0.0 	65.0 	90.4 	36.6 	32.2 	80.4 	40.2 	59.3 	2.3 	27.6 	80.7 	53.6 	5.2 	39.6 	78.1 	49.4 	81.3 	35.7 	60.8 	26.9 	51.0 	78.6 	56.7 	83.5 	30.4 	52.7 	19.7 	4.3 	71.6 	12.1 	48.2 	84.6 	38.8 	26.1 	34.0 	49.7 	98.5 	60.1 	64.5 	24.8 	13.2 	45.9 	49.6 	22.6 	
40.3 	40.2 	88.1 	85.7 	24.9 	79.2 	23.3 	87.2 	50.5 	5.3 	73.0 	36.8 	9.1 	57.7 	86.6 	96.6 	25.1 	20.7 	91.8 	99.2 	5.7 	68.5 	84.8 	91.5 	93.7 	74.9 	65.0 	0.0 	24.4 	87.1 	4.5 	28.5 	54.5 	38.5 	19.9 	52.9 	42.1 	61.4 	95.3 	8.9 	66.1 	45.7 	71.9 	16.1 	35.2 	21.7 	45.9 	98.3 	3.9 	77.3 	73.7 	30.5 	74.4 	83.1 	53.2 	81.8 	97.3 	7.5 	57.1 	60.4 	94.5 	72.4 	9.5 	6.2 	23.6 	52.4 	84.2 	15.7 	85.5 	93.9 	
25.6 	83.3 	83.7 	17.9 	9.2 	65.1 	20.4 	98.5 	71.4 	48.4 	50.2 	24.2 	51.0 	14.2 	34.1 	38.4 	15.9 	20.0 	15.8 	76.8 	12.4 	48.1 	39.2 	40.2 	94.1 	47.8 	90.4 	24.4 	0.0 	41.9 	31.4 	80.6 	97.9 	34.8 	1.5 	74.3 	82.8 	22.6 	74.8 	87.2 	38.3 	17.6 	83.4 	79.4 	4.1 	13.0 	70.8 	79.9 	93.6 	16.1 	99.2 	60.7 	80.1 	87.6 	80.3 	95.7 	46.9 	64.1 	60.8 	32.4 	64.0 	71.9 	82.8 	99.5 	96.1 	97.1 	85.1 	9.0 	97.8 	32.2 	
91.9 	5.1 	58.9 	96.5 	51.1 	81.4 	57.8 	27.3 	5.4 	47.5 	96.1 	28.9 	97.3 	95.1 	69.3 	72.7 	55.1 	53.9 	77.3 	36.6 	64.0 	73.9 	20.8 	83.5 	62.1 	56.3 	36.6 	87.1 	41.9 	0.0 	8.3 	94.3 	12.8 	34.2 	85.1 	33.2 	69.3 	56.0 	21.8 	16.4 	73.7 	40.0 	90.7 	63.8 	74.1 	15.2 	79.5 	63.6 	21.6 	55.4 	26.5 	26.7 	46.6 	51.4 	4.4 	8.5 	5.9 	68.1 	95.4 	3.6 	5.1 	80.6 	20.4 	19.2 	41.7 	8.6 	20.4 	86.8 	53.9 	90.1 	
60.0 	91.2 	33.3 	47.2 	67.5 	89.2 	92.9 	44.6 	51.2 	23.5 	29.4 	51.8 	87.2 	41.1 	27.0 	80.3 	58.7 	92.3 	29.5 	51.4 	29.2 	11.5 	99.9 	6.6 	90.2 	58.9 	32.2 	4.5 	31.4 	8.3 	0.0 	93.1 	6.9 	57.8 	79.1 	75.9 	7.9 	10.3 	18.7 	2.6 	2.2 	26.2 	43.2 	23.4 	46.8 	28.2 	75.7 	19.3 	83.4 	76.4 	16.0 	61.8 	1.9 	37.9 	80.3 	76.6 	68.0 	75.7 	69.6 	85.4 	56.8 	2.1 	8.4 	36.3 	87.0 	17.2 	85.6 	39.7 	6.0 	36.8 	
41.8 	75.9 	12.3 	28.1 	36.5 	1.8 	73.8 	90.3 	27.2 	65.3 	94.6 	82.2 	41.7 	78.6 	15.3 	61.5 	40.6 	35.0 	95.8 	29.6 	70.0 	32.2 	16.8 	60.1 	76.7 	39.6 	80.4 	28.5 	80.6 	94.3 	93.1 	0.0 	18.6 	31.0 	2.7 	58.4 	31.2 	59.9 	27.0 	97.1 	72.4 	6.0 	38.3 	4.8 	6.3 	57.6 	85.6 	77.4 	68.8 	12.2 	38.8 	21.4 	66.1 	10.0 	57.6 	17.2 	18.1 	61.4 	23.0 	56.6 	83.8 	71.7 	21.8 	71.7 	4.8 	36.1 	90.1 	61.3 	54.0 	50.8 	
77.9 	86.3 	56.5 	85.0 	5.9 	67.1 	22.5 	28.7 	1.1 	24.9 	13.1 	85.4 	54.6 	11.0 	10.8 	18.3 	72.1 	3.6 	86.4 	21.6 	21.2 	49.3 	33.0 	83.8 	48.4 	2.0 	40.2 	54.5 	97.9 	12.8 	6.9 	18.6 	0.0 	52.7 	38.6 	67.5 	89.9 	42.6 	99.9 	31.0 	54.6 	98.1 	40.5 	30.6 	18.6 	34.4 	84.3 	53.2 	40.0 	11.0 	35.0 	27.4 	62.3 	42.9 	6.1 	71.2 	76.4 	20.2 	66.7 	40.1 	18.0 	78.9 	37.0 	55.3 	13.8 	17.5 	68.7 	95.4 	40.8 	60.3 	
18.1 	50.4 	88.2 	6.0 	41.0 	36.3 	27.3 	32.1 	65.5 	72.2 	71.8 	99.6 	97.4 	87.1 	34.4 	41.0 	2.7 	76.0 	36.0 	43.0 	23.4 	31.4 	93.3 	42.1 	64.3 	69.4 	59.3 	38.5 	34.8 	34.2 	57.8 	31.0 	52.7 	0.0 	52.5 	17.9 	23.6 	45.9 	3.5 	79.1 	84.7 	19.6 	6.7 	21.3 	51.3 	38.1 	76.3 	42.9 	79.4 	33.3 	66.0 	50.2 	60.0 	55.7 	49.4 	70.5 	14.4 	74.6 	57.1 	18.1 	6.8 	47.1 	96.7 	56.5 	75.6 	6.4 	84.9 	52.1 	53.4 	54.4 	
61.5 	15.6 	16.3 	49.9 	85.6 	20.6 	93.9 	65.8 	77.1 	20.3 	30.9 	1.1 	84.0 	51.6 	27.0 	19.5 	88.9 	32.8 	66.3 	78.9 	29.2 	52.0 	46.4 	69.2 	12.3 	15.1 	2.3 	19.9 	1.5 	85.1 	79.1 	2.7 	38.6 	52.5 	0.0 	61.3 	34.9 	97.5 	7.7 	82.1 	17.9 	14.6 	41.3 	87.6 	35.8 	33.3 	43.9 	41.2 	22.0 	77.0 	67.2 	44.3 	3.8 	16.3 	29.7 	52.6 	71.0 	56.7 	87.4 	76.7 	7.7 	34.3 	67.5 	2.2 	5.4 	48.8 	83.6 	11.8 	77.5 	21.7 	
98.4 	43.2 	20.0 	24.5 	97.0 	32.0 	98.8 	43.9 	22.1 	18.6 	52.3 	15.7 	6.3 	47.5 	36.4 	67.4 	13.4 	1.6 	72.2 	51.5 	40.2 	4.4 	36.5 	29.6 	64.1 	25.9 	27.6 	52.9 	74.3 	33.2 	75.9 	58.4 	67.5 	17.9 	61.3 	0.0 	78.3 	61.3 	58.6 	74.7 	49.0 	76.2 	7.9 	92.7 	48.1 	70.5 	69.3 	79.6 	11.3 	88.1 	10.9 	70.2 	50.2 	79.3 	95.1 	86.4 	93.9 	12.6 	33.7 	65.1 	39.8 	11.3 	10.8 	19.4 	57.8 	33.7 	16.0 	96.1 	97.4 	9.6 	
20.9 	24.4 	15.3 	45.8 	41.7 	24.1 	11.7 	64.5 	97.6 	92.7 	89.4 	93.8 	24.9 	23.6 	84.2 	23.6 	61.0 	98.0 	19.4 	92.5 	64.1 	61.4 	70.3 	80.5 	12.6 	82.4 	80.7 	42.1 	82.8 	69.3 	7.9 	31.2 	89.9 	23.6 	34.9 	78.3 	0.0 	60.5 	83.3 	97.5 	73.0 	16.5 	16.1 	68.8 	87.4 	33.2 	85.1 	15.8 	66.4 	6.3 	97.2 	36.2 	78.3 	9.3 	76.0 	96.1 	29.8 	51.6 	3.5 	66.4 	55.3 	72.3 	96.7 	80.1 	97.1 	10.6 	64.5 	32.2 	87.9 	27.2 	
27.1 	3.3 	48.3 	76.1 	39.0 	2.5 	91.6 	61.6 	49.5 	61.7 	5.0 	5.2 	19.6 	95.3 	67.3 	84.0 	50.0 	31.0 	91.2 	23.2 	69.8 	27.6 	95.4 	35.6 	57.0 	45.8 	53.6 	61.4 	22.6 	56.0 	10.3 	59.9 	42.6 	45.9 	97.5 	61.3 	60.5 	0.0 	51.1 	49.0 	49.6 	45.5 	50.4 	50.4 	71.8 	38.4 	96.2 	75.4 	28.4 	46.8 	15.9 	69.9 	9.1 	27.7 	30.7 	32.8 	33.5 	82.8 	25.4 	81.4 	90.0 	41.7 	36.2 	95.6 	33.4 	52.6 	28.4 	53.0 	16.6 	5.5 	
94.7 	2.0 	17.0 	17.6 	59.4 	34.4 	83.0 	47.4 	70.0 	60.7 	40.5 	93.2 	35.8 	66.9 	95.9 	11.8 	18.2 	11.4 	53.6 	94.4 	48.3 	58.7 	46.8 	69.0 	55.8 	22.0 	5.2 	95.3 	74.8 	21.8 	18.7 	27.0 	99.9 	3.5 	7.7 	58.6 	83.3 	51.1 	0.0 	34.0 	97.3 	93.8 	50.1 	23.3 	80.0 	22.8 	15.3 	34.3 	52.1 	58.2 	68.1 	48.0 	26.8 	14.7 	3.4 	34.4 	55.8 	85.0 	3.1 	66.7 	84.8 	31.2 	85.0 	15.0 	62.7 	9.7 	72.7 	59.2 	45.2 	35.6 	
